subject,identifier,type,creator,title,volume,edition,publisher,year,format,ISBN,ISSN,ISMN,EAN/UPC,binding/price,language,country,date of publication,description,collective title,links,relation,rights,subject headings,connected titles,uniform title,frequency,wv number
004 Informatik ; 620 Ingenieurwissenschaften und Maschinenbau,"URN:urn:nbn:de:swb:ch1-200501126, URL:http://nbn-resolving.de/urn:nbn:de:swb:ch1-200501126, URL:http://d-nb.info/1212039971/34, , IDN:1212039971",Online-Ressource,"Lohse, Dag [Verfasser]",Ein Standard-File für 3D-Gebietsbeschreibungen. - Datenbasis und Programmschnittstelle data_read / Dag Lohse,,,Chemnitz : Universitätsbibliothek Chemnitz; Chemnitz : Technische Universität Chemnitz,2005,Online-Ressource,,,,,,ger,XA-DE-SN,,,Preprintreihe des Chemnitzer SFB 393 ; 98-17,,,lizenzfrei,Geometrische Modellierung ; Strukturierte Daten ; Dateiformat ; Geometrische Topologie,,,,"20,O07"
"630 Landwirtschaft, Veterinärmedizin ; 004 Informatik","URN:urn:nbn:de:kobv:83-opus-12172, URL:http://nbn-resolving.de/urn:nbn:de:kobv:83-opus-12172, URL:http://d-nb.info/978499662/34, URL:http://opus.kobv.de/tuberlin/volltexte/2006/1217/pdf/richter_sascha.pdf, URL:http://opus.kobv.de/tuberlin/volltexte/2006/1217/index.html, IDN:978499662",Online-Ressource,"Richter, Sascha [Verfasser]",Eine logische Applikationssprache zur parallelen Verarbeitung von Neuronalen Netzen - Anwendung in der Qualitätssicherung von Agrarprodukten / vorgelegt von Sascha Richter,,,,2005,Online-Ressource,,,,,,,,,"Berlin, Techn. Univ., Diss., 2005",,,,lizenzfrei,Kartoffel ; Pflanzenkrankheit ; Neuronales Netz ; Datenverarbeitung ; Computerunterstütztes Verfahren ; Logische Programmierung,,,,"06,H04,2162"
"570 Biowissenschaften, Biologie ; 004 Informatik","URN:urn:nbn:de:bvb:91-diss20061123-1013108449, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss20061123-1013108449, URL:http://d-nb.info/985174838/34, URL:http://mediatum2.ub.tum.de/doc/601816/document.pdf, IDN:985174838",Online-Ressource,"Grote, Korbinian [Verfasser]",Einsatz neuronaler Netze für die Erkennung und Klassifizierung von Promotorstrukturen in genomischen DNA-Sequenzen / Korbinian Grote,,,,2005,Online-Ressource,,,,,,ger,XA-DE,,"München, Techn. Univ., Diss., 2005",,,,lizenzfrei,Genanalyse ; Neuronales Netz ; Datenverarbeitung ; Computerunterstütztes Verfahren,Erscheint auch als Korbinian Grote: Einsatz neuronaler Netze für die Erkennung und Klassifizierung von Promotorstrukturen in genomischen DNA-Sequenzen,,,"08,H05,1479"
350 Öffentliche Verwaltung,"URN:urn:nbn:de:hbz:832-epub4-1040, URL:http://nbn-resolving.de/urn:nbn:de:hbz:832-epub4-1040, URL:http://d-nb.info/1145045243/34, URL:https://epb.bibl.th-koeln.de/frontdoor/index/index/docId/104, IDN:1145045243",Online-Ressource,"Zarfl, Andreas [Verfasser]",Entwicklung eines datenbankgestützten Black-Box-Testverfahrens am Beispiel des virtuellen Rathauses der Stadt Hagen / Andreas Zarfl,,,Köln : Hochschulbibliothek der Technischen Hochschule Köln,2005,Online-Ressource,,,,,,ger,XA-DE-NW,,,,,,lizenzfrei,Internet ; MySQL ; Perl &lt;Programmiersprache> ; Framework &lt;Informatik>,,,,"17,O12"
020 Bibliotheks- und Informationswissenschaft ; 004 Informatik,"URN:urn:nbn:de:bvb:20-opus-14760, URL:http://nbn-resolving.de/urn:nbn:de:bvb:20-opus-14760, URL:http://d-nb.info/979681162/34, URL:http://opus.bibliothek.uni-wuerzburg.de/opus/volltexte/2005/1476/pdf/Esser_Dissertation_2005-05-27_v155.pdf, URL:http://opus.bibliothek.uni-wuerzburg.de/opus/volltexte/2005/1476/index.html, IDN:979681162",Online-Ressource,"Eßer, Wolfram [Verfasser]",Fehlertolerante Volltextsuche in elektronischen Enzyklopädien und Heuristiken zur Fehlerratenverbesserung / vorgelegt von Wolfram Eßer,,,,2005,Online-Ressource,,,,,,,,,"Würzburg, Univ., Diss., 2005",,,,lizenzfrei,Enzyklopädie ; Elektronische Publikation ; Information Retrieval ; Fehlertoleranz ; Datenstruktur ; Suchverfahren,Erscheint auch als Wolfram Eßer: Fehlertolerante Volltextsuche in elektronischen Enzyklopädien und Heuristiken zur Fehlerratenverbesserung,,,"06,H10,0085"
004 Informatik,"URN:urn:nbn:de:bvb:91-diss20050728-1051550301, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss20050728-1051550301, URL:http://d-nb.info/97819893X/34, URL:http://mediatum.ub.tum.de/mediatum/servlets/MCRFileNodeServlet/mediaTUM_derivate_000000000002129/reiner_bernd.pdf, IDN:97819893X",Online-Ressource,"Reiner, Bernd [Verfasser]",HEAVEN : eine hierarchische Speicher- und Archivierungsumgebung für multidimensionale Array- Datenbankmanagement-Systeme / Bernd Reiner,,,,2005,Online-Ressource,,,,,,,,,"München, Techn. Univ., Diss., 2005",,,,lizenzfrei,Datenbanksystem ; Multidimensionales Array ; Speicherhierarchie ; Mehrdimensionale Datenstruktur ; Tertiärspeicher ; Leistungsbewertung,Erscheint auch als Bernd Reiner: HEAVEN,,,"06,H03,0038"
004 Informatik ; 530 Physik,"URN:urn:nbn:de:bsz:180-madoc-8709, URL:http://nbn-resolving.de/urn:nbn:de:bsz:180-madoc-8709, URL:http://d-nb.info/974156329/34, URL:http://bibserv7.bib.uni-mannheim.de/madoc/volltexte/2005/870/pdf/dissertation.pdf, URL:http://bibserv7.bib.uni-mannheim.de/madoc/volltexte/2005/870/index.html, IDN:974156329",Online-Ressource,"Amaral, Vasco Miguel Moreira do [Verfasser]",Increasing productivity in high energy physics data mining with a domain specific visual query language / vorgelegt von Vasco Miguel Moreira do Amaral,,,,2005,Online-Ressource,,,,,,eng,,,"Mannheim, Univ., Diss., 2005",,,,lizenzfrei,Hochenergiephysik ; Datenanalyse ; Abfragesprache ; Graphische Programmiersprache ; Online-Publikation,Erscheint auch als: Increasing productivity in high energy physics data mining with a domain specific visual query language : Verfasser,,,"05,H06,0041"
"570 Biowissenschaften, Biologie ; 004 Informatik","URN:urn:nbn:de:hbz:361-9753, URL:http://nbn-resolving.de/urn:nbn:de:hbz:361-9753, URL:http://d-nb.info/98148767X/34, URL:http://bieson.ub.uni-bielefeld.de/volltexte/2006/975/pdf/05_sammeth_thesis.pdf, URL:http://bieson.ub.uni-bielefeld.de/volltexte/2006/975/index.html, IDN:98148767X",Online-Ressource,"Sammeth, Michael [Verfasser]",Integrated multiple sequence alignment / by Michael Sammeth,,,,2005,Online-Ressource,,,,,,eng,,,"Bielefeld, Univ., Diss., 2005",,,,lizenzfrei,Biologie ; Biowissenschaften ; Datenverarbeitung ; Computerunterstütztes Verfahren,Erscheint auch als: Integrated multiple sequence alignment : Verfasser,,,"07,H01,1363"
"520 Astronomie, Kartographie","URN:urn:nbn:de:hbz:82-20050426, URL:http://nbn-resolving.de/urn:nbn:de:hbz:82-20050426, URL:http://d-nb.info/974241148/34, URL:http://sylvester.bth.rwth-aachen.de/dissertationen/2005/042/05_042.pdf, URL:http://sylvester.bth.rwth-aachen.de/dissertationen/2005/042/index.htm, IDN:974241148",Online-Ressource,"Kampshoff, Stefan [Verfasser]",Integration heterogener raumbezogener Objekte aus fragmentierten Geodatenbeständen / vorgelegt von Stefan Kampshoff,,,,2005,Online-Ressource,,,,,,,,,"Aachen, Techn. Hochsch., Diss., 2005",,,,lizenzfrei,Geodäsie ; Geoinformationssystem ; Datenintegration ; Online-Publikation,Erscheint auch als Stefan Kampshoff: Integration heterogener raumbezogener Objekte aus fragmentierten Geodatenbeständen,,,"05,H07,0656"
620 Ingenieurwissenschaften und Maschinenbau ; 004 Informatik,"URN:urn:nbn:de:kobv:83-opus-10463, URL:http://nbn-resolving.de/urn:nbn:de:kobv:83-opus-10463, URL:http://d-nb.info/975727656/34, URL:http://edocs.tu-berlin.de/diss/2004/ekmekci_sila.pdf, URL:http://edocs.tu-berlin.de/diss/2004/ekmekci_sila.htm, IDN:975727656",Online-Ressource,"Ekmekci, Sila [Verfasser]",Multi-state video coding over error prone channels / Sila Ekmekci,,,,2005,Online-Ressource,,,,,,eng,,,"Berlin, Techn. Univ., Diss., 2004",,,,lizenzfrei,Videoübertragung ; Übertragungskanal ; Übertragungsfehler ; Bitrate ; Bildsignal ; Codierung; Übertragungsfehler ; Bildsignal ; Codierung ; Signalregenerierung ; Signalschätzung ; Datenkompression,,,,"05,H10,2832"
004 Informatik,"URN:urn:nbn:de:101:1-201010123455, URL:http://nbn-resolving.de/urn:nbn:de:101:1-201010123455, URL:http://d-nb.info/974460494/34, URL:http://diglib.uni-magdeburg.de/Dissertationen/2004/ingschmitt.pdf, URL:http://diglib.uni-magdeburg.de/Dissertationen/2004/ingschmitt.htm, IDN:974460494",Online-Ressource,"Schmitt, Ingo [Verfasser]","Multimedia-Datenbanken : Retrieval, Suchalgorithmen und Anfragebearbeitung / von Ingo Schmitt",,,,2005,Online-Ressource,,,,,,,,,"Magdeburg, Univ., Habil.-Schr., 2004",,,,lizenzfrei,Datenbanksystem ; Multimedia ; Information Retrieval ; Ähnlichkeitssuche ; Ähnlichkeitsmaß ; Abfrageverarbeitung,Erscheint auch als Ingo Schmitt: Multimedia-Datenbanken,,,"05,H06,0060"
004 Informatik,"URN:urn:nbn:de:hbz:466-2005010135, URL:http://nbn-resolving.de/urn:nbn:de:hbz:466-2005010135, URL:http://d-nb.info/976779188/34, URL:http://ubdata.uni-paderborn.de/ediss/17/2005/bienkows/disserta.pdf, IDN:976779188",Online-Ressource,"Bienkowski, Marcin [Verfasser]",Page migration in dynamic networks / by Marcin Bienkowski,,,,2005,Online-Ressource,,,,,,eng,,,"Paderborn, Univ., Diss., 2005",,,,lizenzfrei,Verteiltes System ; Abfrageverarbeitung ; Datenverwaltung ; Verteilung ; Migration &lt;Informatik> ; Instanz &lt;Informatik>,Erscheint auch als: Page migration in dynamic networks : Verfasser,,,"05,H12,0110"
004 Informatik,"URN:urn:nbn:de:bvb:91-diss20050718-2046018374, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss20050718-2046018374, URL:http://d-nb.info/978198832/34, URL:http://mediatum.ub.tum.de/mediatum/servlets/MCRFileNodeServlet/mediaTUM_derivate_000000000002076/Hahn_Karl.pdf, IDN:978198832",Online-Ressource,"Hahn, Karl [Verfasser]",Parallele Anfrageverarbeitung in multidimensionalen Array-Datenbanksystemen / Karl Hahn,,,,2005,Online-Ressource,,,,,,,,,"München, Techn. Univ., Diss., 2005",,,,lizenzfrei,Datenbanksystem ; Multidimensionales Array ; Abfrageverarbeitung ; Parallelverarbeitung ; Leistungsbewertung,Erscheint auch als Karl Hahn: Parallele Anfrageverarbeitung in multidimensionalen Array Datenbanksystemen,,,"06,H03,0053"
"570 Biowissenschaften, Biologie","URN:urn:nbn:de:kobv:188-fudissthesis000000001919-0, URL:http://nbn-resolving.de/urn:nbn:de:kobv:188-fudissthesis000000001919-0, URL:http://d-nb.info/980831105/34, URL:http://www.diss.fu-berlin.de/cgi-bin/zip.cgi/2006/247/Fub-diss2006247.zip, URL:http://www.diss.fu-berlin.de/2006/247/index.html, IDN:980831105",Online-Ressource,"Markowetz, Florian [Verfasser]",Probabilistic models for gene silencing data / Florian Markowetz,,,,2005,Online-Ressource,,,,,,eng,,,"Berlin, Freie Univ., Diss., 2006",,,,lizenzfrei,Genexpression ; Genregulation ; Repression &lt;Genetik> ; Neuronales Netz ; Datenverarbeitung ; Computerunterstütztes Verfahren,Erscheint auch als Florian Markowetz: Probabilistic models for gene silencing data,,,"06,H11,1119"
004 Informatik,"URN:urn:nbn:de:swb:ch1-200500078, URL:http://nbn-resolving.de/urn:nbn:de:swb:ch1-200500078, URL:http://d-nb.info/1212039572/34, , IDN:1212039572",Online-Ressource,"Baumgartl, Robert [Verfasser]",RTAI - Linux im harten Echtzeiteinsatz / Robert Baumgartl,,,Chemnitz : Universitätsbibliothek Chemnitz; Chemnitz : Technische Universität Chemnitz,2005,Online-Ressource,,,,,,ger,XA-DE-SN,,,,,,lizenzfrei,Echtzeitsystem ; Echtzeitverarbeitung ; Hartes Echtzeitsystem ; LINUX ; Systemprogrammierung,,,,"20,O07"
004 Informatik,"URN:urn:nbn:de:bsz:21-opus-17945, URL:http://nbn-resolving.de/urn:nbn:de:bsz:21-opus-17945, URL:http://d-nb.info/975584375/34, URL:http://w210.ub.uni-tuebingen.de/dbt/volltexte/2005/1794/pdf/Diss_Wetekam.pdf, URL:http://w210.ub.uni-tuebingen.de/dbt/volltexte/2005/1794/index.html, IDN:975584375",Online-Ressource,"Wetekam, Gregor [Verfasser]",Speicher- und Kompressionsverfahren für Volumenvisualisierungshardware / vorgelegt von Gregor Wetekam,,,,2005,Online-Ressource,,,,,,,,,"Tübingen, Univ., Diss., 2005",,,,lizenzfrei,Volumendaten ; Visualisierung ; Grafik-Hardware ; Datenkompression ; Mehrskalenanalyse ; Wavelet-Transformation,Erscheint auch als Gregor Wetekam: Speicher- und Kompressionsverfahren für Volumenvisualisierungshardware,,,"05,H11,0058"
330 Wirtschaft,"URN:urn:nbn:de:0168-ssoar-317708, URL:http://nbn-resolving.de/urn:nbn:de:0168-ssoar-317708, URL:http://d-nb.info/1191313980/34, URL:http://www.ssoar.info/ssoar/handle/document/31770, IDN:1191313980",Online-Ressource,"Heinze, Anja [Verfasser] ; Pfeiffer, Friedhelm [Verfasser] ; Spermann, Alexander [Verfasser] ; Winterhager, Henrik [Verfasser] ; Wuppermann, Amelie [Verfasser]","Vermittlungsgutscheine: Zwischenergebnisse der Begleitforschung 2004. T. 1, Datenstruktur und deskriptive Analysen",,,Nürnberg,2005,"Online-Ressource, 83 S.",,,,,,ger,XA-DE-BW,,,IAB Forschungsbericht : Ergebnisse aus der Projektarbeit des Instituts für Arbeitsmarkt- und Berufsforschung ; Bd. 01/2005,,,,,,,,"19,O08"
004 Informatik,"URN:urn:nbn:de:hbz:467-831, URL:http://nbn-resolving.de/urn:nbn:de:hbz:467-831, URL:http://d-nb.info/974092630/34, URL:http://www.ub.uni-siegen.de/pub/diss/fb12/2005/ohst/ohst.pdf, IDN:974092630",Online-Ressource,"Ohst, Dirk [Verfasser]",Versionierungskonzepte mit Unterstützung für Differenz- und Mischwerkzeuge / von Dirk Ohst,,,,2005,Online-Ressource,,,,,,,,,"Siegen, Univ., Diss., 2004",,,,lizenzfrei,CASE &lt;Informatik> ; Versionsverwaltung ; Programmänderung ; Dokument ; Datenstruktur ; Objektverwaltung; CASE &lt;Informatik> ; Versionsverwaltung ; Programmänderung ; Diagramm ; Visualisierung ; UML,Erscheint auch als: Versionierungskonzepte mit Unterstützung für Differenz- und Mischwerkzeuge : Verfasser,,,"05,H05,0050"
620 Ingenieurwissenschaften und Maschinenbau,"URN:urn:nbn:de:bsz:21-opus-14034, URL:http://nbn-resolving.de/urn:nbn:de:bsz:21-opus-14034, URL:http://d-nb.info/972518819/34, URL:http://w210.ub.uni-tuebingen.de/dbt/volltexte/2004/1403/pdf/Aboshosha04.pdf, URL:http://w210.ub.uni-tuebingen.de/dbt/volltexte/2004/1403/index.html, IDN:972518819",Online-Ressource,"Aboshosha, Ashraf [Verfasser]",Adaptive navigation and motion planning for autonomous mobile robots / vorgelegt von Ashraf Aboshosha,,,,2004,Online-Ressource,,,,,,eng,,,"Tübingen, Univ., Diss., 2004",,,,lizenzfrei,Autonomer Roboter ; Bahnplanung ; Navigation ; Adaptives Verfahren ; Sensorsystem ; Datenintegration,Erscheint auch als: Adaptive navigation and motion planning for autonomous mobile robots : Verfasser,,,"05,H12,0003"
"570 Biowissenschaften, Biologie","URN:urn:nbn:de:kobv:517-0001251, URL:http://nbn-resolving.de/urn:nbn:de:kobv:517-0001251, URL:http://d-nb.info/971983585/34, URL:http://pub.ub.uni-potsdam.de/2004/0025/daub.pdf, URL:http://pub.ub.uni-potsdam.de/2004meta/0025/door.htm, IDN:971983585",Online-Ressource,"Daub, Carsten O. [Verfasser]",Analysis of integrated transcriptomics and metabolomics data : a systems biology approach / von Carsten O. Daub,,,,2004,Online-Ressource,,,,,,eng,,,"Potsdam, Univ., Diss., 2004",,,,lizenzfrei,Transkription &lt;Genetik> ; Datenintegration ; Datenanalyse ; Cluster-Analyse ; Online-Publikation; Metabolom ; Datenintegration ; Datenanalyse ; Cluster-Analyse ; Online-Publikation; Genexpression ; Datenintegration ; Netzwerk ; Datenanalyse ; Ähnlichkeitsmaß; Metabolit ; Datenintegration ; Netzwerk ; Datenanalyse ; Ähnlichkeitsmaß,Erscheint auch als Carsten O. Daub: Analysis of integrated transcriptomics and metabolomics data,,,"04,H12,0899"
004 Informatik,"URN:urn:nbn:de:hbz:6-19629707883, URL:http://nbn-resolving.de/urn:nbn:de:hbz:6-19629707883, URL:http://d-nb.info/971838097/34, IDN:971838097",Online-Ressource,"Breimann, Christian [Verfasser]",Anfragebearbeitung in einem Datenbank-Kernsystem für Geo-Anwendungen unter Verwendung einer generischen Komponente zur Anfrageoptimierung / vorgelegt von Christian Breimann,,,,2004,Online-Ressource,,,,,,,,,"Münster (Westfalen), Univ., Diss., 2004",,,,,Objektorientiertes Datenbanksystem ; Abfrageverarbeitung ; Erweiterbarkeit ; Abfragesprache ; Algebraische Spezifikation ; Graph,Erscheint auch als Christian Breimann: Anfragebearbeitung in einem Datenbank-Kernsystem für Geo-Anwendungen unter Verwendung einer generischen Komponente zur Anfrageoptimierung,,,"04,H09,0005"
004 Informatik,"URN:urn:nbn:de:bvb:91-diss2004052617480, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss2004052617480, URL:http://d-nb.info/972068449/34, URL:http://tumb1.biblio.tu-muenchen.de/publ/diss/in/2004/zirkel.pdf, URL:http://tumb1.biblio.tu-muenchen.de/publ/diss/in/2004/zirkel.html, IDN:972068449",Online-Ressource,"Zirkel, Martin [Verfasser]",Bewertung des UB-Baums unter Berücksichtigung der Sortierung / Martin Zirkel,,,,2004,Online-Ressource,,,,,,,,,"München, Techn. Univ., Diss., 2004",,,,lizenzfrei,Data-Warehouse-Konzept ; Relationales Datenbanksystem ; OLAP ; Mehrdimensionaler Zugriff ; Online-Publikation; UB-Baum ; Abfrageverarbeitung ; Big Data ; Laden &lt;Datenverarbeitung> ; Sortierverfahren ; Online-Publikation,Erscheint auch als Martin Zirkel: Bewertung des UB-Baums unter Berücksichtigung der Sortierung,,,"05,H01,0011"
"570 Biowissenschaften, Biologie","URN:urn:nbn:de:hbz:361-5402, URL:http://nbn-resolving.de/urn:nbn:de:hbz:361-5402, URL:http://d-nb.info/971814279/34, URL:http://bieson.ub.uni-bielefeld.de/volltexte/2004/540/pdf/BRIDGE.pdf, URL:http://bieson.ub.uni-bielefeld.de/volltexte/2004/540/index.html, IDN:971814279",Online-Ressource,"Goesmann, Alexander [Verfasser]",Bridge : a bioinformatics software platform for the integration of heterogeneous data from genomic explorations / von Alexander Goesmann,,,,2004,Online-Ressource,,,,,,eng,,,"Bielefeld, Univ., Diss., 2004",,,,lizenzfrei,Genanalyse ; Datenintegration ; Objektorientiertes Datenbanksystem ; Softwareproduktionsumgebung ; Online-Publikation,Erscheint auch als: Bridge : Verfasser,,,"04,H11,1013"
004 Informatik,"URN:urn:nbn:de:bsz:21-opus-14323, URL:http://nbn-resolving.de/urn:nbn:de:bsz:21-opus-14323, URL:http://d-nb.info/972690638/34, URL:http://w210.ub.uni-tuebingen.de/dbt/volltexte/2004/1432/pdf/thesis.pdf, URL:http://w210.ub.uni-tuebingen.de/dbt/volltexte/2004/1432/index.html, IDN:972690638",Online-Ressource,"Guthe, Stefan [Verfasser]",Compression and visualization of large and animated volume data / vorgelegt von Stefan Guthe,,,,2004,Online-Ressource,,,,,,eng,,,"Tübingen, Univ., Diss., 2004",,,,lizenzfrei,Computeranimation ; Volumendaten ; Visualisierung ; Online-Publikation; Rendering ; Numerisches Gitter ; Datenkompression ; Mehrskalenanalyse ; Displacement Mapping ; Online-Publikation,Erscheint auch als Stefan Guthe: Compression and visualization of large and animated volume data,,,"05,H03,0008"
620 Ingenieurwissenschaften und Maschinenbau ; 004 Informatik,"URN:urn:nbn:de:kobv:co1-000000649, URL:http://nbn-resolving.de/urn:nbn:de:kobv:co1-000000649, URL:http://d-nb.info/97403536X/34, URL:http://www.ub.tu-cottbus.de/hss/diss/fak3/mhilario_j/pdf/diss_mhilario.pdf, IDN:97403536X",Online-Ressource,"Marí Hilario, Joan [Verfasser]",Discriminative connectionist approaches for automatic speech recognition in cars / vorgelegt von Joan Marí Hilario,,,,2004,Online-Ressource,,,,,,eng,,,"Cottbus, Techn. Univ., Diss., 2004",,,,lizenzfrei,Kraftfahrzeuginnenraum ; Automatische Spracherkennung ; Sprachqualität ; Sprachsignal ; Störsignal ; Redundanzanalyse; Kraftfahrzeuginnenraum ; Sprachqualität ; Sprachsignal ; Neuronales Netz ; Hidden-Markov-Modell ; Radiale Basisfunktion; Kraftfahrzeuginnenraum ; Automatische Spracherkennung ; Sprachqualität ; Sprachdaten ; Datenbank ; Diskriminanzanalyse,Erscheint auch als Joan Marí Hilario: Discriminative connectionist approaches for automatic speech recognition in cars,,,"05,H05,2336"
"004 Informatik ; 570 Biowissenschaften, Biologie","URN:urn:nbn:de:bvb:91-diss2004102817457, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss2004102817457, URL:http://d-nb.info/973053380/34, URL:http://tumb1.biblio.tu-muenchen.de/publ/diss/in/2004/stamatakis.pdf, URL:http://tumb1.biblio.tu-muenchen.de/publ/diss/in/2004/stamatakis.html, IDN:973053380",Online-Ressource,"Stamatakis, Alexandros [Verfasser]",Distributed and parallel algorithms and systems for inference of huge phylogenetic trees based on the maximum likelihood method / Alexandros Stamatakis,,,,2004,Online-Ressource,,,,,,eng,,,"München, Techn. Univ., Diss., 2004",,,,lizenzfrei,Phylogenie ; Binärbaum ; DNS-Sequenz ; Alignment &lt;Biochemie> ; Maximum-Likelihood-Schätzung ; Online-Publikation; Maximum-Likelihood-Schätzung ; NP-vollständiges Problem ; Heuristik ; Paralleles Programm ; Online-Publikation,Erscheint auch als Alexandros Stamatakis: Distributed and parallel algorithms and systems for inference of huge phylogenetic trees based on the maximum likelihood method,,,"05,H12,0032"
004 Informatik,"URN:urn:nbn:de:101:1-201010123025, URL:http://nbn-resolving.de/urn:nbn:de:101:1-201010123025, URL:http://d-nb.info/971682631/34, URL:http://diglib.uni-magdeburg.de/Dissertationen/2004/eikschallehn.pdf, URL:http://diglib.uni-magdeburg.de/Dissertationen/2004/eikschallehn.htm, IDN:971682631",Online-Ressource,"Schallehn, Eike [Verfasser]",Efficient similarity-based operations for data integration / von Eike Schallehn,,,,2004,Online-Ressource,,,,,,eng,,,"Magdeburg, Univ., Diss., 2004",,,,lizenzfrei,Datenintegration ; Effizienter Algorithmus ; Ähnlichkeit ; Online-Publikation; Datenintegration ; Zeichenkette ; Ähnlichkeit ; Online-Publikation,Erscheint auch als Eike Schallehn: Efficient similarity-based operations for data integration,,,"04,H08,0014"
004 Informatik,"URN:urn:nbn:de:bvb:19-18022, URL:http://nbn-resolving.de/urn:nbn:de:bvb:19-18022, URL:http://d-nb.info/970338880/34, URL:http://edoc.ub.uni-muenchen.de/archive/00001802/01/Schoenauer_Stefan.pdf, URL:http://edoc.ub.uni-muenchen.de/archive/00001802/, IDN:970338880",Online-Ressource,"Schönauer, Stefan [Verfasser]",Efficient similarity search in structured data / von Stefan Schönauer,,,,2004,Online-Ressource,,,,,,eng,,,"München, Univ., Diss., 2004",,,,lizenzfrei,Großes Datenbanksystem ; Wissensextraktion ; Abfrageverarbeitung ; Ähnlichkeitssuche ; Online-Publikation; Großes Datenbanksystem ; Strukturierte Daten ; Graph ; Ähnlichkeitsmaß ; Online-Publikation,,,,"05,H02,0021"
620 Ingenieurwissenschaften und Maschinenbau,"URN:urn:nbn:de:bvb:706-911, URL:http://nbn-resolving.de/urn:nbn:de:bvb:706-911, URL:http://d-nb.info/972737669/34, URL:http://ub.unibw-muenchen.de/dissertationen/ediss/boerker-philipp/inhalt.pdf, URL:http://137.193.200.177/ediss/boerker-philipp/meta.html, IDN:972737669",Online-Ressource,"Börker, Philipp [Verfasser]",Eine asynchrone Sender- und Empfängerstruktur zur Übertragung von seriellen Datenströmen höchster Datenraten / Philipp Börker,,,,2004,Online-Ressource,,,,,,,,,"München, Univ. der Bundeswehr, Diss., 2004",,,,lizenzfrei,Serielle Datenübertragung ; Optische Nachrichtenübertragung ; Transceiver ; CMOS ; Taktrückgewinnung ; Wiederherstellung &lt;Informatik>; Serielle Datenübertragung ; Transceiver ; CMOS ; Synchronhierarchie ; Online-Publikation,,,,"05,H02,3064"
004 Informatik,"URN:urn:nbn:de:bvb:29-opus-614, URL:http://nbn-resolving.de/urn:nbn:de:bvb:29-opus-614, URL:http://d-nb.info/971873186/34, URL:http://www.opus.ub.uni-erlangen.de/opus/volltexte/2004/61/pdf/diss_gesamtes_dokument.pdf, URL:http://www.opus.ub.uni-erlangen.de/opus/volltexte/2004/61/index.html, IDN:971873186",Online-Ressource,"Hogl, Oliver Mathias Johannes [Verfasser]",Eine wissensbasierte Benutzerschnittstelle für das invisible data mining / vorgelegt von Oliver Mathias Johannes Hogl,,,,2004,Online-Ressource,,,,,,,,,"Erlangen, Nürnberg, Univ., Diss., 2003",,,,lizenzfrei,Data Mining ; Mensch-Maschine-Schnittstelle ; Wissensbasiertes System ; Abfragesprache ; Online-Publikation,Erscheint auch als Oliver Mathias Johannes Hogl: Eine wissensbasierte Benutzerschnittstelle für das invisible data mining,,,"04,H10,0049"
004 Informatik,"URN:urn:nbn:de:bsz:93-opus-20412, URL:http://nbn-resolving.de/urn:nbn:de:bsz:93-opus-20412, URL:http://d-nb.info/1055943846/34, URL:http://elib.uni-stuttgart.de/opus/volltexte/2004/2041/, IDN:1055943846",Online-Ressource,"Shen, Yilian [Verfasser] ; Ye, Feng [Verfasser]",Entwicklung einer einheitlichen Datenstruktur und bedienungsfreundlichen Benutzerführung für ein EDV-Tool / Yilian Shen ; Feng Ye,,,Stuttgart : Universitätsbibliothek der Universität Stuttgart,2004,Online-Ressource,,,,,,ger,XA-DE-BW,,,,,,lizenzfrei,Hilfsprogramm ; Umweltbezogenes Management ; Benutzerführung ; Datenbankverwaltung,,,,"14,O09"
004 Informatik,"URN:urn:nbn:de:gbv:ilm1-2004000102, URL:http://nbn-resolving.de/urn:nbn:de:gbv:ilm1-2004000102, URL:http://d-nb.info/974934992/34, URL:http://www.db-thueringen.de/servlets/DerivateServlet/Derivate-3581/ilm1-2004000102.pdf, URL:http://www.db-thueringen.de/servlets/DocumentServlet?id=2299, IDN:974934992",Online-Ressource,"Fengler, Olga [Verfasser]",Erweiterung und formale Verifikation von dynamischen objektorientierten Modellierungsansätzen auf Basis höherer Petri-Netze / von Olga Fengler,,,,2004,Online-Ressource,,,,,,,,,"Ilmenau, Techn. Univ., Diss., 2004",,,,lizenzfrei,Eingebettetes System ; Echtzeitsystem ; Verteiltes System ; UML ; Verifikation ; Petri-Netz,Erscheint auch als Olga Fengler: Erweiterung und formale Verifikation von dynamischen objektorientierten Modellierungsansätzen auf Basis höherer Petri-Netze,,,"05,H07,0009"
